Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Hyperlink,Source,Publicatie_unique,Article_ID
Voorbij de plaksnor,2023-08-18,International,NRC,News,512,CULTUUR;Blz. 2,512,"Netherlands, Kingdom of the",Frank Huiskamp,,,,Voorbij de plaksnor,"Voorbij de plaksnor Als ik ooit het voorrecht heb om bij De Slimste Mens te zitten, dan hoop ik dat Angela de Jong voor het AD even langszapt, en dat ze daarna een column schrijft over alles behalve de dingen die ik niet weet. Twee oorlogen die ik door elkaar haal, zeggen dat het perineum een gebergte in Frankrijk en Spanje is, zoiets. Maar wel over mijn asymmetrische gezicht, mijn ietwat hangende linkerooglid, het spleetje tussen mijn tanden, mijn terugtrekkende haarlijn, mijn twijfelachtige kledingstijl, zéker als ik zou besluiten een rok aan te trekken. En dat ze het allemaal niet snapt, en dat ze zich dan afvraagt wat voor een voorbeeld ik voor jonge mannen ben.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68YS-MCN1-F03R-S332-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1930
Hoofdrol voor 'anders zijn' In commercials wordt steeds meer plaats gemaakt voor niet-hetero's en mensen van kleur,2023-08-01,International,De Telegraaf,News,705,BINNENLAND;Blz. 13,705,"Netherlands, Kingdom of the",Robbert Blokland,,,,Hoofdrol voor 'anders zijn' In commercials wordt steeds meer plaats gemaakt voor niet-hetero's en mensen van kleur,"Hoofdrol voor 'anders zijn' In commercials wordt steeds meer plaats gemaakt voor niet-hetero's en mensen van kleur In commercials wordt steeds meer plaats gemaakt voor niet-hetero's en mensen van kleur De reclamewereld weerspiegelt ontwikkelingen in de samenleving: steeds vaker staan in commercials niet-hetero's en mensen van kleur centraal. In de weken voor de Amsterdam Pride lanceerde McDonald's een spotje over twee verliefde meisjes op Texel. Maar het blijft een risico: bedrijven die de verkeerde toon aanslaan, worden daar direct op afgerekend. Honderdduizenden mensen zagen afgelopen week voor Barbie en Oppenheimer in de bioscoop het spotje van schuchter vissersmeisje Marit die als een blok valt voor stadsmeisje Lotte, die een tour op de Wadden doet. De vrouwen werpen elkaar verliefde blikken toe, de teleurstelling bij Marit is voelbaar als Lotte de boot terug naar het vasteland neemt. Gelukkig keert zij terug, met als verrassing een maaltijd van de hamburgergigant. Boodschap: met de liefde en een big mac komen er toch mooie dingen van het vasteland.",De Telegraaf,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68V5-2N71-JBNC-70F1-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1468
"Transgenderrel achtervolgt bierbrouwer AB InBev: verkopen in VS met 10,5% gekelderd",2023-08-03,International,De Telegraaf.nl,News,438,DFT; DFT/NIEUWS,438,"Netherlands, Kingdom of the",Henrico Pit,,,,"Transgenderrel achtervolgt bierbrouwer AB InBev: verkopen in VS met 10,5% gekelderd","Transgenderrel achtervolgt bierbrouwer AB InBev: verkopen in VS met 10,5% gekelderd AB InBev, de grootste bierbrouwer ter wereld, blijft last houden van de boycot in de Verenigde Staten. Terwijl de omzet wereldwijd toenam, daalden de verkopen in de VS met 10,5%.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68VM-SMB1-JBNJ-22Y6-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1469
De doomboomer en de genderbender,2023-08-05,International,de Volkskrant,News,5194,"Magazine;Blz. 10, 11, 12, 13, 14, 15, 16, 8, 9",5194,"Netherlands, Kingdom of the",ESMA LINNEMANN,,,,De doomboomer en de genderbender,"De doomboomer en de genderbender Het botst tussen George van Houts, de cabaretier die graag de draak steekt met gender en complottheorieën deelt op Twitter en zijn dochter, queer rapper Merel Pauw, die met een plaksnor op het poppodium staat. Toch hebben ze meer gemeen dan je op het eerste gezicht zou zeggen. Interview Ze bedoelde het niet als een politiek statement, of als feministisch anthem, toen Merel Pauw (28) het nummer Je vader uitbracht. De rapper en theatermaker vond het gewoon een grappig idee, de tekst was op een melige avond ontstaan. En zo werd een opzwepend, ontregelend wraaknummer geboren:",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:68VX-N371-JC8X-6102-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2385
"Fysieke sporten sloten trans vrouwen al uit, nu volgt met schaken ook een denksport: ‘Vorm van transpaniek’",2023-08-18,International,De Volkskrant.nl,News,778,,778,"Netherlands, Kingdom of the",Maarten Albers,,,,"Fysieke sporten sloten trans vrouwen al uit, nu volgt met schaken ook een denksport: ‘Vorm van transpaniek’","Fysieke sporten sloten trans vrouwen al uit, nu volgt met schaken ook een denksport: ‘Vorm van transpaniek’ Vrouwencompetities bij het schaken zijn niet meer vrij toegankelijk voor transgender vrouwen. Zij moeten hun geslachtsverandering voortaan eerst laten registreren – een vereiste dat volgens critici voor velen in de praktijk op uitsluiting neerkomt.Schaken volgt daarmee een trend, ingezet door sporten als atletiek, zwemmen en onlangs nog wielrennen. Zij sluiten trans atleten die als man de puberteit hebben doorgemaakt zelfs helemaal uit van vrouwencompetities. Het idee erachter is dat die atleten in zulke fysieke sporten een voordeel zouden hebben op tegenstrevers die als vrouw geboren zijn.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:696W-RH21-JBHV-K2J7-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2393
"Solidair vlaggen langs de Hofvijver? ‘Fantastisch, vooral mee doorgaan’",2023-09-01,International,AD/Algemeen Dagblad.nl,News,943,,943,"Netherlands, Kingdom of the",John Lazaroms,,,,"Solidair vlaggen langs de Hofvijver? ‘Fantastisch, vooral mee doorgaan’","Solidair vlaggen langs de Hofvijver? ‘Fantastisch, vooral mee doorgaan’ Moet de gemeente Den Haag neutraal zijn langs de Hofvijver of is het een geschikte locatie om solidariteit en steun te uiten? Bijvoorbeeld door vlaggen met steun voor Oekraïne of de lhbti-gemeenschap daar op te hangen. Wij vroegen het onze lezers in de wekelijkse Kwestie. ,,Gemeente, ga door.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6972-8KD1-JBHV-K49H-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,354
Voor- en tegenstanders transgenderwet in gespannen sfeer tegenover elkaar in Utrecht,2023-09-09,International,AD/Algemeen Dagblad.nl,News,485,,485,"Netherlands, Kingdom of the",Richard Hoving,,,,Voor- en tegenstanders transgenderwet in gespannen sfeer tegenover elkaar in Utrecht,"Voor- en tegenstanders transgenderwet in gespannen sfeer tegenover elkaar in Utrecht Met een lawaaiprotest proberen demonstranten zaterdagmiddag in Utrecht een bijeenkomst tegen de transgenderwet te verstoren. Voor- en tegenstanders staan letterlijk tegenover elkaar, gescheiden door de politie.De bijeenkomst in Park Paardenveld wordt gehouden door de organisatie Let Women Speak NL. Op het programma staan meerdere toespraken waarin vrouwen hun zorgen uiten over de transgenderwet.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6972-8KF1-JBHV-K01J-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,355
"Gezichtsoperatie? Doen we niet, zegt verzekeraar vaak Transgenderzorg Verzekeraar wijst gezichtsoperaties meestal af",2023-09-04,International,NRC,News,2424,VOORPAGINA;Blz. 1,2424,"Netherlands, Kingdom of the",Menno Sedee Foto's John van Hamond,,,,"Gezichtsoperatie? Doen we niet, zegt verzekeraar vaak Transgenderzorg Verzekeraar wijst gezichtsoperaties meestal af","Gezichtsoperatie? Doen we niet, zegt verzekeraar vaak Transgenderzorg Verzekeraar wijst gezichtsoperaties meestal af ABSTRACT Transgenderzorg Per jaar willen negenhonderd mensen een vervrouwelijking van het gezicht. Hoe kan het dat artsen wél het nut zien van die operatie, maar dat verzekeraars die meestal niet willen vergoeden? ,,Dit is ons hoofdpijndossier."" ,,Het herentoilet is die kant op"", zei de schoonmaakster, en ze hield de transgender vrouw tegen voor de ingang van de dames-wc op Schiphol. Toen de 51-jarige vrouw uit Assen boos werd, mocht ze doorlopen. Een 39-jarige consultant uit Amsterdam begon net met haar nieuwe baan toen corona het land platlegde. Nieuwe collega's zagen haar alleen in digitale vergaderingen en noemden haar vaak per ongeluk een 'hij'. ,,Toen dacht ik: misschien ziet mijn gezicht eruit als dat van een kerel."" Vrienden van een dertigjarige justitiemedewerker uit Amersfoort nodigen haar soms niet uit om mee op stap te gaan, omdat ze geen zin hadden in negatieve reacties van omstanders. Veel trans vrouwen worden na hun transitie nog altijd herkend als transgender (trans mannen hebben dit minder). Ze worden nageroepen op straat, 'meneer' genoemd bij de kassa of aangestaard in de dames-wc. Een gezichtsoperatie kan helpen om daar vanaf te komen. Een kaak kan ronder worden gemaakt, een voorhoofd vlakker, een neus kleiner.",NRC,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:693D-4FK1-JCMP-2003-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1934
"Vicepremier Petra De Sutter van België, zelf trans: ‘Het maakt me ongerust dat ik onzin moet lezen over trans vrouwen’",2023-09-15,International,NRC.nl,News,2350,,2350,"Netherlands, Kingdom of the",Dennis Boxhoorn,,,,"Vicepremier Petra De Sutter van België, zelf trans: ‘Het maakt me ongerust dat ik onzin moet lezen over trans vrouwen’","Vicepremier Petra De Sutter van België, zelf trans: ‘Het maakt me ongerust dat ik onzin moet lezen over trans vrouwen’ De Belgische vicepremier Petra De Sutter, de eerste transgender minister in Europa, ziet de conservatieve tegenreactie met zorg aan. „De paranoia die gekweekt wordt door rechts dreigt iedereen uit elkaar te spelen.” Als het gesprek over gender gaat, beweegt de vicepremier van België naar het puntje van haar stoel. Petra De Sutter (60), minister van ambtenarenzaken en overheidsbedrijven van de regeringspartij Groen, voelde zich afgelopen zomer genoodzaakt een opiniestuk in te zenden naar De Morgen , nadat Ricky Kolle als eerste trans vrouw tot Miss Nederland was verkozen. Conservatieve stemmen in België veroordeelden die uitverkiezing en dat baarde haar zorgen. „Dan zijn er mensen die zeggen dat zij geen echte vrouw is”, zegt De Sutter fel. „Dat betekent dat je het concept gender niet kent, laat staan aanvaardt. En je zegt ermee: trans vrouwen bedreigen echte vrouwen. Alsof die straks de wereld zullen overnemen? Wat een nonsens.” De Sutter, de enige minister van Europa die transgender is, volgt het onderwerp op de voet. „Een week of twee geleden las ik dat de internationale schaakfederatie trans vrouwen verbiedt aan de vrouwencompetitie mee te doen. Schaken hè. Niet: gewichtheffen.” Wat was de argumentatie?",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:695T-D191-JBNH-J493-00000-00&context=1519360&sourcegroupingtype=G,NRC 2022-2024 hele sample.XLSX,NRC,1935
Verkiezingsprogram PvdA/GL stelt teleur,2023-09-07,International,De Telegraaf.nl,News,925,OPINIE,925,"Netherlands, Kingdom of the",Ronald Plasterk,,,,Verkiezingsprogram PvdA/GL stelt teleur,"Verkiezingsprogram PvdA/GL stelt teleur De essentie van de sociaaldemocratie is vrijheid, sociale rechtvaardigheid en vooruitgangsdenken. De PvdA is inmiddels geen geloofwaardige ’politiek eigenaar’ meer van het onderwerp sociale rechtvaardigheid, en gaat in navolging van GL gevaarlijk richting ’consuminderen’ in plaats van vooruitgangsdenken. Daarom zijn bijna alle kiezers weggelopen. Hier is een lijst met punten voor een verkiezingsprogramma om dat tij te keren. Ze kunnen natuurlijk ook gebruikt worden voor de programma’s van andere partijen. 1. Het huidige stikstoffonds zal voor 90% worden herbestemd voor armoedebeleid en verpleeghuizen. In een rijk land als Nederland mogen  kinderen niet in armoede opgroeien.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6944-PBM1-JBNJ-22CN-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1486
We gaan nu toch jaren de bak in' Levenslang en 25 jaar voor dubbele moord,2023-09-23,International,De Telegraaf,News,443,BINNENLAND;Blz. 4,443,"Netherlands, Kingdom of the",Sharon Story,,,,We gaan nu toch jaren de bak in' Levenslang en 25 jaar voor dubbele moord,We gaan nu toch jaren de bak in' Levenslang en 25 jaar voor dubbele moord Levenslang en 25 jaar voor dubbele moord door  Sharon Story Den Bosch -  Het Openbaar Ministerie eist levenslang tegen Bill C. (52) en 25 jaar gevangenisstraf tegen transvrouw Sharona de J. (34) voor de dubbele moord op de Brabantse zakenman Willem van der Willigen (70) en Amsterdammer Benito van Ommeren (65). Beiden werden in 2021 bruut om het leven gebracht.,De Telegraaf,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:697F-KKF1-DY4D-Y00B-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2022-2024 hele sample.XLSX,Telegraaf,1499
Transgender artiest die Indonesiërs al jaren op het verkeerde been zet,2023-09-04,International,de Volkskrant,News,944,Ten Eerste;Blz. 23,944,"Netherlands, Kingdom of the",NOËL VAN BEMMEL,,,,Transgender artiest die Indonesiërs al jaren op het verkeerde been zet,"Transgender artiest die Indonesiërs al jaren op het verkeerde been zet De Indonesische artiest Didik Nini Thowok danst tussen prekoloniale transgendercultuur en hedendaagse transfobie in Indonesië. Maandag en dinsdag treedt hij op in Den Haag, tijdens de Tong Tong Fair. Didik Nini Thowok Een gemaskerde danseres buigt beleefd voorover op het toneel. Haar decolleté omzoomd met fonkelende strassstenen, het lange zwarte haar elegant opgestoken met bloemen en haar handen zedig gevouwen voor de borst. Of nee, wacht.., misschien buigt ze juist áchterover en steken die handen tussen haar schouderbladen? Bewegen daarom haar ellebogen zo vreemd op de Javaanse muziek? Die vragen borrelen op; vlak voordat de Indonesische danser en choreograaf Didik Nini Thowok zich zwierig omdraait en zijn ware gezicht laat zien. Of nou ja, het gelaat van een oudere dame met rood gestifte lippen, plakwimpers en glitteroogschaduw. Zijn gewone gezicht, zonder pruik en make-up, is wéér wat anders.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6939-VTP1-DYRY-X00H-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2403
De boycot van Róisí­n Murphy lijkt een cynisch verdienmodel,2023-09-22,International,de Volkskrant,News,589,V;Blz. 4,589,"Netherlands, Kingdom of the",ROBERT VAN GIJSSEL,,,,De boycot van Róisí­n Murphy lijkt een cynisch verdienmodel,"De boycot van Róisí­n Murphy lijkt een cynisch verdienmodel Column Róisí­n Murphy is geen specialist op het gebied van transgenderzaken. Ze heeft ook geen farmaceutische achtergrond en werkt niet in een genderkliniek. Nee, Róisí­n Murphy is een popzangeres. Een goede ook, met fans en volgers wereldwijd. Die volgers begrepen Murphy vorige maand niet zo goed, toen zij onverhoeds toesloeg met een visie op de behandelingsmogelijkheden van jonge transgender personen. Murphy was tegen het verstrekken van puberteitsremmers, schreef zij op Facebook . Deze behandeling, die de hormoonhuishouding beïnvloedt, is volgens haar 'zeer naargeestig'. Ook omdat de farmaceutische industrie 'lachend rijk' zou worden over de rug van 'verwarde en kwetsbare kinderen die beschermd moeten worden'.",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6975-B3B1-JC8X-6002-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2022-2024 201-500.XLSX,Volkskrant,2407
"Sinds Lidi vrouw is, ziet ze haar zoons niet meer: ‘Ik zou graag willen dat ze mij accepteren zoals ik nu ben’",2023-10-01,International,AD/Algemeen Dagblad.nl,News,1458,,1458,"Netherlands, Kingdom of the",Valeska Nastaly,,,,"Sinds Lidi vrouw is, ziet ze haar zoons niet meer: ‘Ik zou graag willen dat ze mij accepteren zoals ik nu ben’","Sinds Lidi vrouw is, ziet ze haar zoons niet meer: ‘Ik zou graag willen dat ze mij accepteren zoals ik nu ben’ Lidi Caspers uit Dreischor was tot haar zestigste een man. Dertig jaar getrouwd geweest met een vrouw, twee kinderen. Maar het klopte voor haar gevoel niet, tot het kwartje viel. ,,Het is niet zomaar ‘ik wil geen man meer zijn’, ik wil dat mensen dat weten.” Het heeft voor u lang geduurd voordat u als vrouw verder door het leven ging. Wanneer klopte uw gevoel niet meer?",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:6997-BCF1-JBHV-K3S0-00000-00&context=1519360&sourcegroupingtype=G,AD 2022-2023 hele sample.XLSX,Algemeen Dagblad,370
