Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
"Als een lege boot vaart voor LHBTQI, wat zegt dat over onze acceptatie?",2024-08-04,International,Algemeen Dagblad,News,430,,430,"Netherlands, Kingdom of the",Phaedra Werkhoven,,,,"Als een lege boot vaart voor LHBTQI, wat zegt dat over onze acceptatie?","Als een lege boot vaart voor LHBTQI, wat zegt dat over onze acceptatie? Phaedra Werkhoven schrijft iedere week een column over wat haar bezighoudt. Amnesty International voer met een lege boot over de Amstel, bij de Canal Parade. Het was een statement. Pride schijnt onder druk te staan. Ooit was het een extravagant feest zonder noemenswaardige problemen van de gayscene waar je hossende queers, gays en andere sympathisanten uitgedost in de meest kleurrijke kleding en make-up zag.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,31
Steph hoopt na jaren wachten nog altijd op operatie om borsten te verwijderen: 'Ik kán niet meer wachten',2024-08-13,International,Algemeen Dagblad,News,687,,687,"Netherlands, Kingdom of the",Chantal Blommers,,,,Steph hoopt na jaren wachten nog altijd op operatie om borsten te verwijderen: 'Ik kán niet meer wachten',"Steph hoopt na jaren wachten nog altijd op operatie om borsten te verwijderen: 'Ik kán niet meer wachten' Al zo'n tien jaar weet Steph (22) dat hij weliswaar geboren is in het lichaam van een vrouw, maar dat hij een man is. Hij wacht al jaren op groen licht om zijn borsten te laten verwijderen en met hormoontherapie te starten. ,,Het lange wachten maakt me hopeloos en gefrustreerd. Mijn leven staat al jaren op pauze."" Hij zit gevangen in zijn eigen lichaam. Dat is eigenlijk de beste omschrijving. Steph uit Papendrecht voelde zich als kind al anders dan de anderen. Zijn nicht, met wie hij een goede band heeft, hield van shoppen, make-up en jurkjes en vroeg Steph vaak mee op stap. Maar hij voelde daar dan weer helemaal niets voor. En zo zijn er meer voorbeelden, waaraan hij merkte: er klopt iets niet.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,33
"Ramon en Roman beginnen barbershop en café ineen: 'Knippen, drankje, gek doen en dan naar de Korenmarkt'",2024-08-14,International,Algemeen Dagblad,News,623,,623,"Netherlands, Kingdom of the",Dionne Heijting,,,,"Ramon en Roman beginnen barbershop en café ineen: 'Knippen, drankje, gek doen en dan naar de Korenmarkt'","Ramon en Roman beginnen barbershop en café ineen: 'Knippen, drankje, gek doen en dan naar de Korenmarkt' Barbiers Ramon Turba (25) en Roman Zemar (37) hebben samen meer dan 25 jaar knipervaring. De twee slaan de handen ineen en openen hun eigen zaak. Gents & Co in Arnhem is een barbershop waar je je haar en baard laat knippen, maar ook welkom bent om te buurten en een drankje te doen op het terras.""We wilden ons graag onderscheiden"", zegt Roman. ""Daarom combineren we een barbershop met een café. Zo hoeft niemand zich te vervelen tijdens het wachten.""Knipbeurt voor de man, koffie voor de vrouwRoman stelt zich voor hoe gezinnen in de binnenstad van Arnhem lopen en pauze inlassen bij Gents & Co.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,33
"Op deze speciale camping kunnen Tom, Chris en Jasper wél zichzelf zijn: 'Thuis hoor ik nergens echt bij'",2024-08-14,International,Algemeen Dagblad,News,1009,,1009,"Netherlands, Kingdom of the",Phaedra Werkhoven,,,,"Op deze speciale camping kunnen Tom, Chris en Jasper wél zichzelf zijn: 'Thuis hoor ik nergens echt bij'","Op deze speciale camping kunnen Tom, Chris en Jasper wél zichzelf zijn: 'Thuis hoor ik nergens echt bij' Altijd over je schouder kijken, je steeds bewust zijn van wat je aantrekt: voor jongeren uit de lhbti-gemeenschap is het dagelijkse praktijk. Op de regenboogcamping in Dronten hoeft dat niet. ,,Het voelt hier veilig."",,Ik kan niet op straat lopen zonder 'kankerhomo' te horen,"" zegt Jasper Elbers (15) - een roze zonnebrilletje in hartjesvorm op de neus - schouderophalend. Hij staat op de wachtlijst voor zijn transitie.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,33
"Toen wij elkaar ontmoetten, was ik nog een vrouw en zij nog een man, we zijn gevallen voor elkaars innerlijk'",2024-08-18,International,Algemeen Dagblad,News,447,,447,"Netherlands, Kingdom of the",Debby Gerritsen,,,,"Toen wij elkaar ontmoetten, was ik nog een vrouw en zij nog een man, we zijn gevallen voor elkaars innerlijk'","Toen wij elkaar ontmoetten, was ik nog een vrouw en zij nog een man, we zijn gevallen voor elkaars innerlijk' Debby Gerritsen praat in haar podcast Over de liefde met bekenden over liefdes-, lust- en levensvragen. Deze week start een kakelvers seizoen met Nederlands bekendste transgenderkoppel, Louisa en Rowan.Beluister de nieuwste aflevering op Spotify, iTunes of hier:De grote wens van Louisa en Rowan is eindelijk werkelijkheid geworden. Ze zijn opnieuw in het huwelijksbootje gestapt, dit keer voor de kerk.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,33
Organisator Zwolle Pride Festival ziet acceptatie van genderdiversiteit afnemen: 'Dit feest moet verbinden',2024-08-20,International,Algemeen Dagblad,News,570,,570,"Netherlands, Kingdom of the",Ingrid Stijkel,,,,Organisator Zwolle Pride Festival ziet acceptatie van genderdiversiteit afnemen: 'Dit feest moet verbinden',"Organisator Zwolle Pride Festival ziet acceptatie van genderdiversiteit afnemen: 'Dit feest moet verbinden' De noodzaak het Zwolle Pride Festival te organiseren wordt meer dan ooit door mensen met diverse genderidentiteiten en seksuele oriëntaties gevoeld, zegt initiatiefnemer Gina Maria. ,,Zolang er discussie is of Pride georganiseerd moet worden is die noodzaak er.''Het festival in de Overijsselse hoofdstad, aanstaande vrijdag, zaterdag en zondag, is de enige Pride in Noordoost-Nederland. Na een faillissement stond het voortbestaan ervan op de tocht. Een nieuwe organisatie, met oud 'burgaymeester' van Zwolle Gina Maria als kartrekker, heeft Zwolle Pride Festival weer nieuw leven ingeblazen. Doel van deze derde nieuwe editie onder hun vlag is door kunst en cultuur de LHTBQIA+-ers drie dagen lang een podium te bieden, voor kennismaking met elkaar en voor meer zichtbaarheid en acceptatie.BiblebeltDie erkenning daar moet nog zo hard aan gewerkt worden, zegt Gina Maria. ,,Juist in deze regio. We hebben te maken met de Biblebelt waardoor de acceptatie van het homo-zijn of transgender, zeg maar een andere geaardheid hebben, lang niet geaccepteerd is. We zien dat wereldwijd, we zien dat in deze regio.''Resultaten van het onderzoek in Overijssel en Gelderland van Antidiscriminatievoorziening Vizier in samenwerking met de Radboud Universiteit, eind vorig jaar gepresenteerd, bevestigen haar verhaal. Tussen 2021 en 2023 is het gevoel van https://www.destentor.nl/home/transgenders-en-non-binairen-voelen-zich-minder-veilig-in-overijssel-en-gelderland-wat-gaat-hier-fout~a25852b41/ "">veiligheid en acceptatie bij transgender en non-binaire personen in Oost-Nederland afgenomen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-08,34
"Weektips! Amsterdam Magic Show, stamtafel en meer in Amsterdam (2 - 5 september)",2024-09-02,International,Algemeen Dagblad,News,546,,546,"Netherlands, Kingdom of the",Naomi Defoer,,,,"Weektips! Amsterdam Magic Show, stamtafel en meer in Amsterdam (2 - 5 september)","Weektips! Amsterdam Magic Show, stamtafel en meer in Amsterdam (2 - 5 september) De allereerste week van september is aangebroken. De kinderen zijn naar school, maar ook deze week zijn er genoeg leuke (naschoolse) activiteiten. Zoals voordelig smikkelen tijdens de Nationale Restaurantweek, rolschaatsen op het Leidseplein en offline verbinden met Duvel in Café Kuijper. Waar ga jij voor?Nationale RestaurantweekHou jij ervan om gezellig te tafelen in een van de Amsterdamse restaurants? Dan moet je even doorlezen! Tijdens de Nationale Restaurantweek 2024 - van 1 tot 30 september- kun je bij 144 restaurants in Amsterdam aanschuiven en tegen een speciale prijs genieten van de gerechten.In het artikel hieronder vind je een selectie, de rest check je op deze website .Amsterdam Magic ShowInteractie, humor, verwondering en spannende effecten. Al deze elementen komen samen tijdens de Amsterdam Magic Show op dinsdag 3 september in Boom Chicago. Benieuwd welke goochelaars je omver gaan blazen? Check even het lijstje in het artikel hieronder. O,ja, let op! Er kan altijd nog geschoven worden qua artiesten.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,36
"Taylor Swift breekt records bij MTV-awards, Chappell Roan draagt prijs op aan queer- en transmensen",2024-09-12,International,Algemeen Dagblad,News,521,,521,"Netherlands, Kingdom of the",Denise de Koning,,,,"Taylor Swift breekt records bij MTV-awards, Chappell Roan draagt prijs op aan queer- en transmensen","Taylor Swift breekt records bij MTV-awards, Chappell Roan draagt prijs op aan queer- en transmensen Taylor Swift is de grote winnaar geworden tijdens de uitreiking van de MTV Video Music Awards in New York . De superster mocht zeven beeldjes ophalen en bracht haar totaal daarmee op een recordaantal van dertig stuks. Andere prijswinnaars waren onder anderen Sabrina Carpenter, Dua Lipa en Chappell Roan, die haar award opdroeg aan queer- en transmensen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,37
Zaur en Etheria voelden zich onveilig in het azc en sliepen op het Waalstrand: 'We zijn echt radeloos',2024-09-13,International,Algemeen Dagblad,News,1095,,1095,"Netherlands, Kingdom of the",Marieke Smid,,,,Zaur en Etheria voelden zich onveilig in het azc en sliepen op het Waalstrand: 'We zijn echt radeloos',"Zaur en Etheria voelden zich onveilig in het azc en sliepen op het Waalstrand: 'We zijn echt radeloos' Zij is transvrouw, hij biseksueel. En dat kwam hen duur te staan in een asielzoekerscentrum (azc) in Nijmegen, zeggen Etheria* (25) en Zaur* (40). Ze voelden zich daar door pesterijen onveilig. Na omzwervingen kampeerden ze zelfs vijf nachten in een tentje aan de Waal. ,,We zijn echt radeloos.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,37
 Zou er achter de tv-façade echte liefde schuilen?',2024-09-21,International,Algemeen Dagblad,News,396,Zo Weekend;Blz. 20,396,"Netherlands, Kingdom of the",DEBBY GERRITSEN,,,, Zou er achter de tv-façade echte liefde schuilen?'," Zou er achter de tv-façade echte liefde schuilen?' Columnist en podcastmaker Debby Gerritsen deelt wekelijks haar inzichten over de liefde. Debby over de liefde Deze zomer sprak ik voor de eerste aflevering van mijn podcast Over de Liefde met Louisa en Rowan, een transgenderkoppel dat bekendheid verwierf door hun deelname aan verschillende realityprogramma's, waaronder het dieptepunt in 25 jaar reality-tv: Echte Meisjes in de Jungle. In dit programma moest Louisa het opnemen tegen andere influencers om zonder stijltang te 'overleven' in de jungle. Louisa verliet de show vroegtijdig na een ordinaire knokpartij met een andere deelnemer. Classy.",AD/Algemeen Dagblad,Krant,,,,,AD 2024 hele sample.XLSX,2024-09,38
"Jaloers op je billen. En die waaier, heerlijk!': dragqueens schudden Zierikzee op",2024-09-22,International,Algemeen Dagblad,News,614,,614,"Netherlands, Kingdom of the",Valeska Nastaly,,,,"Jaloers op je billen. En die waaier, heerlijk!': dragqueens schudden Zierikzee op","Jaloers op je billen. En die waaier, heerlijk!': dragqueens schudden Zierikzee op Bijna is het Braziliaans carnaval in Zierikzee . Met aanstekelijke drums en schaars geklede danseressen maakt Miss Lola Short Day, zelf voorzien van een enorme verentooi op haar rug, haar entree vanuit de Visstraat naar het podium op het Havenplein. Spectaculairder kan de dragqueenverkiezing niet beginnen. Hier is Linsey Tomas uit Bergen op Zoom zaterdag voor naar Zierikzee gekomen. Ze ziet eruit alsof ze zelf het podium op kan klimmen. Haar gezicht is theatraal opgemaakt, ze heeft een leren pakje aan met halsband en twee gekleurde vleugels op haar rug. Tomas loopt er vaker zo bij, zegt ze. Het hoort ook een beetje bij haar beroep, zegt ze. ,,Ik ben porno-actrice. Zoek me maar op, ik sta op de site van Kim Holland onder de naam Devil's amazone."" Samen met een paar vrienden bezoekt ze de dragqueenverkiezing die voor de tweede keer wordt gehouden in Zierikzee . ,,We houden wel van een feestje.""",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,38
Debby over de liefde: 'Ze zijn het eerste transgenderkoppel ter wereld dat in de kerk is getrouwd',2024-09-23,International,Algemeen Dagblad,News,482,,482,"Netherlands, Kingdom of the",Debby Gerritsen,,,,Debby over de liefde: 'Ze zijn het eerste transgenderkoppel ter wereld dat in de kerk is getrouwd',Debby over de liefde: 'Ze zijn het eerste transgenderkoppel ter wereld dat in de kerk is getrouwd' Debby Gerritsen leert een wijze les in gesprek met transgenderkoppel Rowan en Louisa. Bij hun liefde voor elkaar draait het namelijk pas in de laatste plaats om het uiterlijk. Op deze plek deelt Debby wekelijks haar inzichten over de liefde.,AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,39
"Bedreigingen, seksueel getinte opmerkingen, mishandelingen én misbruik; Anna stopt met eten na incidenten in azc",2024-09-27,International,Algemeen Dagblad,News,843,,843,"Netherlands, Kingdom of the",Stephen Friedrichs,,,,"Bedreigingen, seksueel getinte opmerkingen, mishandelingen én misbruik; Anna stopt met eten na incidenten in azc","Bedreigingen, seksueel getinte opmerkingen, mishandelingen én misbruik; Anna stopt met eten na incidenten in azc Bedreigingen, seksueel getinte opmerkingen, mishandelingen én misbruik. Daarvan beweert Anna, een transvrouw die sinds januari van dit jaar in het azc van Wageningen verblijft, het afgelopen half jaar slachtoffer te zijn geworden. Sinds 20 augustus is ze in hongerstaking. In de hoop op een oplossing. Met een groot bord staat Anna - die uit veiligheidsoverwegingen liever niet haar achternaam noemt - op het hoekje van de Keijenbergseweg, iets buiten de hekken van het Wageningse asielzoekerscentrum. Passerende auto's en fietsers vangen op die manier een glimp op van de tekst die op het bord staat, waarop ze uit de doeken doet waarmee zij - als transvrouw - zegt geconfronteerd te worden.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,39
"Getipt! Afrovibes Festival, Bingoshow en meer in Amsterdam (30 sept - 3 oktober)",2024-09-30,International,Algemeen Dagblad,News,858,,858,"Netherlands, Kingdom of the",Naomi Defoer,,,,"Getipt! Afrovibes Festival, Bingoshow en meer in Amsterdam (30 sept - 3 oktober)","Getipt! Afrovibes Festival, Bingoshow en meer in Amsterdam (30 sept - 3 oktober) Nog een gaatje in je agenda voor een leuke doordeweekse activiteit in Amsterdam? Hieronder staan een aantal tips voor de week van maandag 30 september tot donderdag 3 oktober. Fijne nieuwe week! Afrovibes Festival Afrovibes Festival beleeft dit jaar haar 21ste editie en brengt van 2 tot en met 13 oktober werk van jonge pioniers en gevestigd talent op het gebied van theater, dans, muziek en spoken word uit zowel het (Noord) Afrikaanse continent als de Afrikaanse diaspora in Europa naar Amsterdam. Deze editie presenteert Afrovibes een programma rondom het thema Belonging met werk van makers uit onder andere Marokko, Zuid-Afrika, Tunesië, Egypte en Nederland. Verbondenheid",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-09,40
"Campagnevideo's FvD over Spreidingswet en transgender personen zijn strafbaar, oordeelt OM",2024-10-04,International,Algemeen Dagblad,News,405,,405,"Netherlands, Kingdom of the",Binnenlandredactie,,,,"Campagnevideo's FvD over Spreidingswet en transgender personen zijn strafbaar, oordeelt OM","Campagnevideo's FvD over Spreidingswet en transgender personen zijn strafbaar, oordeelt OM Het Openbaar Ministerie in Amsterdam heeft twee campagnevideo's van Forum voor Democratie (FVD) als strafbaar beoordeeld. Het gaat om een spotje waarin de partij aandacht vraagt voor de gevolgen van de Spreidingswet en een over non-binaire en transgender personen. Tegen beide filmpjes werd aangifte gedaan, waarna het OM een onderzoek is gestart.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-10,40
"Renée is nu officieel vrouw: 'Collega's bij de politie steunden me, bij de muziekvereniging niet'",2024-10-04,International,Algemeen Dagblad,News,1601,,1601,"Netherlands, Kingdom of the",Jorina Haspels,,,,"Renée is nu officieel vrouw: 'Collega's bij de politie steunden me, bij de muziekvereniging niet'","Renée is nu officieel vrouw: 'Collega's bij de politie steunden me, bij de muziekvereniging niet' Pas toen een collega-politieagent uit de kast kwam, durfde ook Renée tegenover collega's te bekennen transgender te zijn. Op haar 48ste.  ,,Angst is een enorme drive om dingen te verbergen."" Sinds mei krijgt Renée een behandeling met vrouwelijke hormonen. Op 5 augustus wijzigde ze haar paspoort en vroeg een nieuw rijbewijs aan. Het is nu officieel. Het eerste dat ze van deze nieuwe situatie merkte? Binnen een week kreeg ze een uitnodiging voor het bevolkingsonderzoek naar baarmoederhalskanker. ,,Ik zei tegen de medewerker van het onderzoek: dat heeft weinig zin. 'Maar mevrouw, u weet het nooit zeker', antwoordde ze. 'Nou', zei ik. 'Volgens de wet ben ik wel vrouw, maar ik heb geen baarmoeder, geen vagina'. 'O, dan kan ik u beter uitschrijven'."" Dunnere haardos",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-10,40
"Van lollepot tot flikker, queer begrippen door de jaren heen verklaard: 'Hij is van achter de Dom'",2024-10-05,International,Algemeen Dagblad,News,521,,521,"Netherlands, Kingdom of the",Maarten Venderbosch,,,,"Van lollepot tot flikker, queer begrippen door de jaren heen verklaard: 'Hij is van achter de Dom'","Van lollepot tot flikker, queer begrippen door de jaren heen verklaard: 'Hij is van achter de Dom' 'Utrechtenaren' zijn door de tijd heen op alle mogelijke manieren betiteld. Hieronder enkele van de meest gebruikte benamingen en hun verklaring: Tot voor de oorlog sprak men meestal over Utrechtenaar en soms over Utrechter. Daarna werd Utrechter de regel en Utrechtenaar de uitzondering. Waarschijnlijk vanwege de Utrechtse sodomieprocessen van 1730 kregen de uitdrukkingen 'Utrechtenaar', 'hij is van Utrecht ', 'een Utrechtenaar draagt zijn broek achterstevoren' en 'hij is van achter de Dom' de betekenis 'hij is homoseksueel'. De Utrechtse stadstaal kent eigen woorden voor mannelijke homoseksueel : kontevoelerd, natte en hij komp venâchter Maorsse en ze vriend uit Moarsberrege, een toespeling op '(m)aars'.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2024 hele sample.XLSX,2024-10,40
